CP Num,Title,System,Component,Item,Description,Solution
"1228","Adjustment -Tire Condition Field","NA-GBMS 3","POINT OF SALE","ADJUSTMENT","CP1228 Doing an adjustment on POS and cannot get past the condition of the tire field, what is the problem?","User cannot get past ""Condition"" field on PACS screen
Press F12 - Help.
The list of all current conditions will be listed.
Choose the correct condition.
In the condition field type the 2 letter code followed by a space and then the condition of the tire being adjusted. Example: Belt separation.
Special Note: ""GT"" is valid for ""M"" adjustment types only. ""GR"" in invalid after the first 2/32 of wear unless there is an approval number.
""GR"" is also invalid if the purchase Date of the tire being adjusted is greater than 6 months from the system date.
Please use link for documentation & screen shots:
Notes://AHQNA004/85256BDF004F160E/DA70DABF23CCDAA985256761006A3A10/968AEC0D8903266F85256E93005C31FC"
"1229","Quality Plus / Mileage Adjustment","NA-GBMS 3","POINT OF SALE","ADJUSTMENT","CP1229 Question on procedures for Mileage adjustments.","Procedures for Mileage adjustments (Type ""M""). "" Tread Depth MUST NOT BE GREATER THAN 2/32"". The Original Invoice that the tire was purchased on MUST be entered as well as the Installed Miles and Current Miles.
The message CANNOT USE ""M"" ADJUSTMENT appears for several reasons.
1.  The MSSC in the item file for this tire is NOT in the WBB 7C table (it must in order for  the tire to qualify for M adjustment)
Link to 7C table screen Notes://AHQNA004/85256BDF004F160E/DA70DABF23CCDAA985256761006A3A10/2EE80518937E9C2205256FD2006750E5
2.  The purchase date entered for the adjusted tire does not fall in to the  Effective From - To dates in the WBB 7C table for the tire entered.
Note: If the user enters GT as the Condition then the adjustment type MUST be ""M"".    Any questions concerning Mileage Adjustments should be directed to Product Service.


file://akrshare01/share/nat/GBMS\CLIENT\GBMS%20Support\DOCUMENTATION\gbms%20will%20not%20allow%20m-type%20adjustment%20on%20product%20code.doc"
"1236","Wrong Check Amount Entered Doc Total","NA-GBMS 3","POINT OF SALE","DOC TOTAL","CP1236 Entered the check number in the check amount on Doc Total in error. Now my invoice shows me giving customer back money not due him. How to correct","Go to main menu and type in DAT for Display Audit Trail.  Find the invoice in error.
The total should be correct ($$$$)  Cash $$$$$CR  & Check $$$$$.   Write these figures down.
Get out of DAT and start another invoice and minus the units and go to doc total.
Total should show as a minus amount.
Put in reason and then tab to cash amount and enter a positive amount of cash figure on audit trail.
Tab to the check amount and enter a minus figure for check amount and press enter. Change due customer should be 0.  Print.
We just backed out the original inv.  Rebill with correct information."
"1239","Address Search","NA-GBMS Tire HQ","TRANSACTIONS","DELIVERIES","CP1239 How do I select a Customer Company Name from the Address Book while I am entering a ""Sales document"" ?","""Type the first few characters of the Customer Company Name in the """"Ship To"""" field on the first screen.  On the next screen, click on the Drop Down arrow in the """"Ship to"""" field and select the customer.

If Customer Company Name doesn't appear in the Drop Down list.  Click on <NEW ENTRY> and complete the Name, Address, City, State and the Zip code."""
"1241","Sales Doc entry","NA-GBMS Tire HQ","TRANSACTIONS","DELIVERIES","CP1241 Dealer needs assistance in entering a sales document in Tire-HQ, or needs general information about document entry.","Advised location of document entry process, including the send/queue on the final page, and the Print Queued ""link"" at the top of the screen.  Also advise them that the National Account on-line manual is located under ""Dealer Programs"" > ""Manual & Information"""
"1245","State delivery doc entry","NA-GBMS Tire HQ","TRANSACTIONS","DELIVERIES","CP1245 How to bill out a State (Government) sale.  NOTE: The solution does not apply to locations that must bill State deliveries on their local books. (ref Govm't  sales manual)","""From the Sales menu:
1.  Click on Document Type D
2.  Type in Doc#, Date, Nonsig.
3.  In the Government Account # field enter xxxx (xxxx=# listed in GS manual).
4.  Choose Vehicle type if other than Auto.
5.  Use Standard DR(default)
6.  Click the Next button.

On the Customer Information screen
1.  In the Select Bill To Nonsig, click the down arrow and select the customer, Texas Parks and Wildlife.
2.  You will need to enter the Ship To information.
3.  Click the Next button.

From here you will need to fill out the Requirements screen.  When finished, click Next.
Enter in the Product Codes and quantities of the product you are delivering.  Click the Verify Products button.
Fill in any additional fields.
When finished, click Send & Print."""
"1257","EDL PRICE NOT SHOWING FOR COB 1 AND 4","NA-GBMS 3","PRODUCT ADMIN","ADV/EDL","CP1257 Why did  my EDL price for COB 1 and 4 not show?","""For stores, EDL prices only show on COB 2 sales.

For dealers, EDL prices show for any COB."""
"1269","Gtracs-Workorder line deletes/changes","NA-GBMS 3","GTRACS","G82 INTERFACE","CP1269 How do we correct a line entry prior to interfacing?","In order to change the status on a line that has been final_completed (but not interfaced), they should call up that G82/line # at the final inspection station. Once they  have selected that line, the cursor should be at the bottom where it says STATUS:COMPLETE. Press F8 for OPTIONS. Then they can arrow up/down to select from Reject, Rework, Scrap, Rar, Rerun."
"1270","Gtracs - second line on TC11","NA-GBMS 3","GTRACS","SHOP REPORTS","CP1270 Why is there a second line on TC11 documents?","TC 11's (SR 3066 released in July 1999) print the cost of the retread backwards on the second line."
"1281","Site Certificate keeps displaying","NA-GBMS Tire HQ","LOGON","","CP1281 ""Users are getting the message """"Site Certificate has expired"""" when attempting to sign onto Tire-HQ starting 10/07/2004. The process to install this certificate is located on the Tire-HQ Homepage in the document """"Instructions for accepting the new site certificate.  (Users can get to the home page by clicking on """"Yes"""" instead of installing cert)
Modified 10/17/2007""","""**** Microsoft IE (PC users)****
1. Click on """"View Certificate""""
2. Click on """"Install Certificate""""
3. Click on """"Next""""
4. Click on """"Next""""
5. Click on """"Finish""""
6. Click on """"Yes""""
7. Click on """"OK""""
8. Click on """"OK""""
9. Click on """"Yes""""
Sign on ... all OK now

**** Netscape ****
1. Click the radio button to """"Accept this certificate permanently""""
2. Click on """"OK""""
Sign on ... all OK now"""
"1288","4TN-How to bill 4 Tires Now - Preferred Customer","NA-GBMS Tire HQ","TRANSACTIONS","DELIVERY MANAGEMENT","CP1288 How to bill 4-tires-now on a perferred customer.","""Effective 1/18/2006:
4 Tires Now call reports are located in Transactions>Delivery Management>Roadside service Call Reports.  Users are to start by clicking on Detail button, then filling in Roll time & date, then press start/resume button.


Old way:
You can bill 4-tires-now on Doc type A (National Accounts) or on Preferred Customers using Doc type H (Direct Dealer).

1.  Select doc type H (if not a NAcct)
2.  Select 4 Tires Now box.
3.  Ship To is customer you are billing (enter initial, or NS#)
4.  Select Vehicle Type and Standard DR.  Click Next.
5.  Bill To will show the above Nonsig info and the dealer will need to Select  the Ship To (from dropdown if nothing showed up).  Be sure to choose New Entry to add to Address Book.  Click Next.
6.  Fill in the respective fields for requirements.  If they do not know the locc #, or call #, put NA in those areas. (cannot leave blank)
Other info can be found in """"Goodyear Emergency Road Service Program 1-877-4-Tires-Now"""" document."""
"1310","NA# 6383 - PHH Over Credit Limit","NA-GBMS Tire HQ","TRANSACTIONS","DELIVERIES","6383/6384 - 11/3/14- name changed to ELEMENT VEHICLE MGMT SVCS LLC

CP1310 NA# 6383 and 6384 - PHH: Users are getting message Invalid Data, Card Not on File -OR- Over the Limit, Credit limit of $xxx is exceeded.

<<Instruct users to click on the link """"PHH VEHICLE MANAGEMENT SVCS """" at the top of the requirements and or click on the Help button next to the requirement for desirable format.>>""","PO/CC/COUPON/ID #:  CCR599 + 7 numbers or CCR005 + 11 numbers
REQ/AUTHORIZATION/RELEA:  """"UNDER"""" ...
        IF ""UNDER"" does not work for sale under $100
        THEN send email to Kathy Hanlin who will check with PHH and determine if an override is needed.
        Override formats are:   AANNNNN  or NNNNNAA.
AUTH SVC $:  credit card limit or authorized service dollar amount, round up to the nearest dollar amount
Example:  Sale totals $92.40 not including tires.  Enter 93 in credit limit field.

If they see the message """"Card Not on File -OR- Over the Limit"""":
1)   Make sure the AUTH SVC $ is not less than the total service dollar.
2)   If the total service dollar exceeds the credit card limit, make sure the dealer has the AUTHORIZATION number from PHH, e.g. AANNNNN or NNNNNAA.

If they see the message """"Credit limit of $xxx is exceeded"""", make sure the AUTH SVC $ is not less than the total service dollar.

NA 6384
PO/CC/COUPON/ID #: CCB599 + 7 numbers or CCB005 + 11 numbers
AUTH SVC $:  credit card limit or authorized service dollar amount, round up to the nearest dollar amount
Example:  Sale totals $92.40 not including tires.  Enter 93 in credit limit field.

If they see the message """"Card Not on File -OR- Over the Limit"""", first make sure the AUTH SVC $ is not less than the total service dollar.  Second, if the total service dollar exceeds the credit card limit, make sure the dealer has the AUTHORIZATION number from Ship To, e.g. AANNNNN or NNNNNAA.

If they see the message """"Credit limit of $xxx is exceeded"""", make sure the AUTH SVC $ is not less than the total service dollar."""
"1316","Parts - Trust filters (ASC ONLY)","NA-GBMS 3","POINT OF SALE","PART/LBR VERIFY","CP1316 Why can`t I find the Trust filters line on Triad lookup or Parts integrated selections?","Trust Champ/Champion Labs has been changed to Goodyear/Trust, so when searching for the part(filter) , lookup under ""G"" not ""T"" for correct manufacturer to display."
"1317","Canada NA Invalid requirments","NA-GBMS Tire HQ","TRANSACTIONS","DELIVERIES","CP1317 Location is entering a sales document for a Canadian NA, and requirements are invalid.
You must get the National Account Number and put it in this area!!!
UN:
NA:
Doc:
Requirement Name:
Requirement Value:
Ship To Address:","""Check requirements in WAZ ...
1. Go to screen 24 in WAD to get the value in -BB- MAN REF NO field (eg 9975)
2. Go to WAZ ... type R then type  the number from step 1 (-BB- field ) in the """"N/A PAGE"""" area.
3. Tab to """"NONSIG (OPT)"""" field ... type in the 7 diget NA number.


Below are ARI's and PHH/Elements account numbers and service card edits as of 8-27-15
Account number, MAN REF NO, Account name
1323146,	9727,	ARI Financial Services Inc. - RE: CP Rail
Card starts with: 55, 7080205,70802068, 708020000
1325216,	9854,	ARI Financial Services Inc. - RE: ONTARIO PROVINCIAL POLICE
Card starts with: 556908, 901021
1326347,	9740,	ARI Financial Services Inc. - RE: Telus
Card starts with: 7080205, 70802061
1361021,	8980,	ARI Financial Services Inc. - RE: Government of Alberta
Card starts with: 782533
1424654,	9735,	ARI Financial Services Inc. - RE: GOVERNMENT OF CANADA
Card starts with: 553234, 556908, 608000
1426634,	9735,	ARI FINANCIAL SERVICES INC - RE: Non Specific Clients
Card starts with: 5532, 5569, 553234, 556908, 708020, 7080205, 7080206, 7080209, 70802000, 70802068, 70802089, 70802069
1457167,	9742,	ARI Financial Services Inc. - RE: RCMP
Card starts with: 60800, 553234, 556908, 601548
1460088,	9746,	ARI Financial Services Inc. - RE: Ontario Gov't & Hydro One
Card starts with: 601021

1414580,	9700,	Element Fleet Management, Inc. - PHH
Card starts with: 707876, 708088, 744003"
